omega,amp_mean,weight_mean,cluster_k3,cluster_k4,cluster_k5
4.32,0.026052355805977007,0.0004645871296609211,1,0,3
4.33,0.026047065177358067,0.00046341744110100776,1,0,3
4.34,0.026041781613089832,0.0004622627559862755,1,0,3
4.3500000000000005,0.026036504892485313,0.0004611227955697802,1,0,3
4.36,0.026031234796552255,0.0004599972897761955,1,0,3
4.37,0.026025971107971023,0.00045888597686261106,1,0,3
4.38,0.02602071361107376,0.00045778860309285884,1,0,3
4.39,0.026015462091827313,0.0004567049224242023,1,0,3
4.4,0.026010216337810407,0.00045563469620770494,1,0,3
4.41,0.02600497613819759,0.00045457769289977565,1,0,3
4.42,0.025999741283738227,0.00045353368778561806,1,0,3
4.43,0.025994511566739466,0.00045250246271371335,1,0,3
4.44,0.025989286781045604,0.0004514838058412084,1,0,3
4.45,0.025984066722023174,0.0004504775113891234,1,0,3
4.46,0.02597885118654036,0.0004494833794078309,1,0,3
4.47,0.02597363997295216,0.0004485012155514101,1,0,3
4.48,0.02596843288108078,0.00044753083086176683,1,0,3
4.49,0.0259632297122002,0.0004465720415611593,1,0,3
4.5,0.025958030269019147,0.00044562466885283725,1,0,3
4.51,0.025952834355664495,0.00044468853873017554,1,0,3
4.5200000000000005,0.025947641777666477,0.00044376348179325434,1,0,3
4.53,0.025942452341940137,0.00044284933307309134,1,0,3
4.54,0.025937265856771516,0.0004419459318630286,1,0,3
4.55,0.025932082131802297,0.0004410531215566585,1,0,3
4.5600000000000005,0.025926900978014613,0.000440170749492766,1,0,3
4.57,0.025921722207714718,0.0004392986668065872,1,0,3
4.58,0.02591654563452076,0.0004384367282868475,1,0,3
4.59,0.025911371073345377,0.000437584792239233,1,0,3
4.6000000000000005,0.02590619834038376,0.00043674272035488577,1,0,3
4.61,0.025901027253098587,0.00043591037758505417,1,0,3
4.62,0.025895857630207467,0.0004350876320202638,1,0,3
4.63,0.025890689291666567,0.00043427435477517106,1,0,3
4.64,0.025885522058659672,0.00043347041987768474,1,0,3
4.65,0.02588035575358547,0.00043267570416326057,1,0,3
4.66,0.02587519020004102,0.00043189008717337566,1,0,3
4.67,0.025870025222813866,0.0004311134510582193,1,0,3
4.68,0.025864860647865084,0.0004303456804838716,1,0,3
4.69,0.025859696302318914,0.00042958666254328535,1,0,3
4.7,0.025854532014451027,0.00042883628667090033,1,0,3
4.71,0.025849367613676427,0.0004280944445610948,1,0,3
